Date,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,CowID,temp_without_drink_cycles_std,Session,AnimalId,Activity(steps/hr),ActivityAverage(steps/hr),ActivityDeviation(%),Yield(gr),YieldAverage(gr),YieldDeviation(%),Fat(%),FatAverage(%),FatDeviation(%),Protein(%),ProteinAverage(%),ProteinDeviation(%),Conductivity,ConductivityAverage,ConductivityDeviation(%),Lactose(%),LactoseAverage(%),LactoseDeviation(%),SCC (*1000/ml),SCCAverage (*1000/ml),SCCDeviation(%),AMT(seconds),AMTAverage(seconds),AMTDeviation(%),Blood(%),BloodAverage(%),BloodDeviation(%),ProductionRate(gr/hr),ProductionRateAverage(gr/hr),ProductionRateDeviation(%),RestBout(#),RestBoutAverage(#),RestBoutDeviation(%),Restlessness,RestlessnessAverage,RestlessnessDeviation(%),RestPerBout(min),RestPerBoutAverage(min),RestPerBoutDeviation(%),RestRatio(%),RestRatioAverage(%),RestRatioDeviation(%),RestTime(min),RestTimeAverage(min),RestTimeDeviation(%),Weight(gr),WeightAverage(gr),WeightDeviation(%)
2018-10-02,2.2477569444444434,0.2175694444444445,4.567097222222224,,10.263125,40.0,,0.0,-0.1920833333333334,0.0,39.807777777777765,9851.0,0.2699998561109276,1,9851.0,164.0,187.0,-12.0,17683.0,11043.0,60.0,4.08,4.38,-7.0,2.68,2.81,-5.0,9.0,9.2,-2.0,4.98,5.08,-2.0,8912.0,1433725.0,-99.0,216.0,171.0,26.0,0.0,0.0,,2128.0,1699.0,25.0,3.0,2.0,50.0,74.0,82.0,-10.0,30.0,54.0,-44.0,19.0,22.0,-14.0,90.0,104.0,-13.0,,,
2018-10-03,5.8371875000000015,0.5329930555555554,4.709430555555554,,11.172555555555558,40.0,,0.0004166666666666667,-0.37521527777777836,0.0017916666666666667,39.62451388888887,9851.0,0.36976051569439866,2,9851.0,163.5,170.5,-3.5,33263.0,25739.0,28.5,4.035,4.285,-6.0,2.615,2.89,-9.5,9.0,9.149999999999999,-1.5,4.965,4.93,1.0,690848.5,3581880.0,-40.0,212.0,182.5,17.0,0.0,0.0,,2059.0,1668.5,22.5,2.5,3.5,-5.0,56.5,62.5,-5.5,52.5,53.5,-3.0,26.0,26.0,2.0,123.5,169.5,-17.5,,,
2018-10-04,4.84007638888889,0.4990138888888887,4.627847222222224,,10.575972222222218,39.99625000000002,,0.246375,-0.4619236111111117,0.0036875000000000002,39.533958333333345,9851.0,0.2573784423517451,3,9851.0,146.33333333333334,168.33333333333334,-12.666666666666666,48772.0,41349.0,17.666666666666668,4.396666666666666,4.243333333333333,3.6666666666666665,2.8366666666666664,2.8800000000000003,-1.3333333333333333,8.966666666666667,9.200000000000001,-2.3333333333333335,4.863333333333334,4.8933333333333335,-0.3333333333333333,38905.333333333336,606054.3333333334,-92.0,203.33333333333334,201.0,3.3333333333333335,0.0,0.0,,2040.6666666666667,1795.0,13.333333333333334,3.3333333333333335,2.6666666666666665,27.666666666666668,37.666666666666664,58.333333333333336,-36.333333333333336,47.0,54.666666666666664,-13.333333333333334,36.333333333333336,27.333333333333332,32.333333333333336,155.0,140.66666666666666,12.666666666666666,,,
2018-10-05,4.008736111111112,0.48421527777777723,4.445604166666667,,10.385979166666665,39.891875000000084,,0.4008749999999999,-0.5032777777777777,0.0,39.38812500000002,9851.0,0.23606911619772725,3,9851.0,150.0,164.33333333333334,-9.333333333333334,46740.0,43321.0,7.666666666666667,2.94,4.239999999999999,-30.333333333333332,1.6966666666666665,2.8200000000000003,-40.0,8.933333333333332,9.133333333333333,-2.0,3.3266666666666667,4.919999999999999,-32.666666666666664,4964535.0,941118.6666666666,416.6666666666667,215.0,209.33333333333334,4.666666666666667,0.0,0.0,,1956.0,1847.3333333333333,5.333333333333333,3.6666666666666665,2.6666666666666665,33.333333333333336,57.333333333333336,55.666666666666664,-5.333333333333333,45.333333333333336,54.666666666666664,-18.666666666666668,32.666666666666664,29.666666666666668,6.333333333333333,178.33333333333334,139.66666666666666,19.666666666666668,,,
2018-10-06,10.479993055555555,1.070486111111112,4.975055555555553,,11.663027777777785,39.79187500000006,,0.2180833333333333,-0.34461805555555547,0.07629861111111112,39.44694444444448,9851.0,0.3398483367575772,3,9851.0,155.66666666666666,162.0,-3.6666666666666665,47283.0,45727.0,5.0,4.436666666666667,4.2299999999999995,4.666666666666667,2.8366666666666664,2.8066666666666666,1.3333333333333333,8.766666666666667,9.1,-3.3333333333333335,4.866666666666667,4.883333333333333,-0.3333333333333333,1012121.6666666666,873362.3333333334,363.0,224.0,213.33333333333334,6.0,0.0,0.0,,1954.6666666666667,1900.3333333333333,4.0,3.0,2.6666666666666665,11.0,36.0,55.666666666666664,-35.0,62.666666666666664,53.333333333333336,18.333333333333332,36.666666666666664,30.0,23.333333333333332,183.33333333333334,142.66666666666666,29.333333333333332,,,
2018-10-07,9.405701388888891,1.186027777777777,4.930076388888889,,11.252368055555557,39.732638888888815,,0.02679166666666667,-0.17738888888888887,0.10836111111111114,39.55506944444446,9851.0,0.3126963641022484,3,9851.0,152.0,161.66666666666666,-6.333333333333333,45059.0,46393.0,-1.3333333333333333,4.260000000000001,4.1866666666666665,2.0,2.5566666666666666,2.6933333333333334,-5.0,8.833333333333334,9.066666666666668,-2.3333333333333335,4.81,4.776666666666667,1.0,458148.3333333333,873362.3333333334,-50.666666666666664,218.33333333333334,209.33333333333334,6.0,0.0,0.0,,1872.0,1934.3333333333333,-1.6666666666666667,3.0,2.6666666666666665,5.333333333333333,43.333333333333336,49.333333333333336,-13.0,68.66666666666667,54.0,33.666666666666664,35.0,32.333333333333336,7.333333333333333,167.0,157.33333333333334,5.0,,,
2018-10-08,3.025951388888888,0.3602013888888887,4.715513888888891,,11.014888888888889,39.66965277777777,,0.011791666666666667,-0.062486111111111145,0.043930555555555556,39.60708333333332,9851.0,0.3317760534612916,3,9851.0,166.0,155.66666666666666,7.0,56738.0,47324.0,20.333333333333332,4.093333333333334,4.25,-3.6666666666666665,2.626666666666667,2.686666666666667,-2.0,9.0,9.0,0.0,4.760000000000001,4.773333333333333,-0.3333333333333333,427023.6666666667,199764.33333333334,881.6666666666666,255.33333333333334,215.0,19.666666666666668,0.006666666666666667,0.0,,2332.6666666666665,1972.0,19.333333333333332,2.3333333333333335,3.0,-5.666666666666667,68.0,46.333333333333336,64.0,58.666666666666664,56.666666666666664,3.3333333333333335,22.333333333333332,33.333333333333336,-29.666666666666668,107.33333333333333,161.0,-29.333333333333332,,,
2018-10-09,4.938555555555557,0.5130555555555555,4.936208333333333,,11.41064583333333,39.7229861111111,,0.0,0.1842708333333334,0.3548263888888891,39.90722222222223,9851.0,0.3447152355620419,3,9851.0,150.0,155.33333333333334,-3.0,52657.0,47854.0,11.333333333333334,3.8733333333333335,4.193333333333333,-7.333333333333333,2.6666666666666665,2.6666666666666665,0.0,9.166666666666666,8.9,2.6666666666666665,4.756666666666667,4.783333333333333,-0.3333333333333333,20260.333333333332,160543.33333333334,-70.0,241.0,218.66666666666666,11.0,0.006666666666666667,0.0,,2224.0,1992.6666666666667,13.0,1.6666666666666667,2.6666666666666665,-38.666666666666664,54.0,49.666666666666664,2.3333333333333335,73.66666666666667,57.0,27.666666666666668,32.0,31.333333333333332,-0.6666666666666666,125.0,152.0,-21.333333333333332,,,
2018-10-10,7.70972916666667,0.8976111111111111,5.146354166666668,,11.999229166666668,39.806111111111164,,0.0,-0.044562499999999984,0.15310416666666668,39.76138888888889,9851.0,0.3813549841441985,2,9851.0,181.0,164.0,10.5,38751.0,34537.0,12.0,4.035,4.225,-4.5,2.6500000000000004,2.65,0.0,9.399999999999999,8.9,5.5,4.77,4.734999999999999,1.0,913293.5,440094.5,135.0,274.5,243.5,12.5,0.0,0.0,,2451.0,2143.5,14.5,3.0,2.5,25.0,63.5,55.5,4.5,48.5,51.5,-6.5,30.5,28.0,1.5,145.5,128.5,6.5,,,
2018-10-11,1.5112361111111114,0.26975000000000016,4.50088888888889,,10.084541666666667,39.8754861111112,,0.012916666666666667,-0.2662708333333335,0.020340277777777777,39.60930555555555,9851.0,0.3125636221171883,2,9851.0,146.5,151.5,-2.5,36160.0,33448.0,7.5,3.7350000000000003,4.18,-10.5,2.615,2.685,-2.5,9.55,8.95,7.0,4.755,4.85,-2.0,1724167.5,271492.5,2950.5,274.0,225.0,22.0,0.0,0.0,,2216.0,2070.5,6.5,2.5,2.5,8.5,52.5,55.5,17.0,51.5,58.5,-7.5,27.0,29.5,7.5,130.5,144.5,11.0,,,
