Date,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,CowID,temp_without_drink_cycles_std,Session,AnimalId,Activity(steps/hr),ActivityAverage(steps/hr),ActivityDeviation(%),Yield(gr),YieldAverage(gr),YieldDeviation(%),Fat(%),FatAverage(%),FatDeviation(%),Protein(%),ProteinAverage(%),ProteinDeviation(%),Conductivity,ConductivityAverage,ConductivityDeviation(%),Lactose(%),LactoseAverage(%),LactoseDeviation(%),SCC (*1000/ml),SCCAverage (*1000/ml),SCCDeviation(%),AMT(seconds),AMTAverage(seconds),AMTDeviation(%),Blood(%),BloodAverage(%),BloodDeviation(%),ProductionRate(gr/hr),ProductionRateAverage(gr/hr),ProductionRateDeviation(%),RestBout(#),RestBoutAverage(#),RestBoutDeviation(%),Restlessness,RestlessnessAverage,RestlessnessDeviation(%),RestPerBout(min),RestPerBoutAverage(min),RestPerBoutDeviation(%),RestRatio(%),RestRatioAverage(%),RestRatioDeviation(%),RestTime(min),RestTimeAverage(min),RestTimeDeviation(%),Weight(gr),WeightAverage(gr),WeightDeviation(%)
2018-11-16,6.7828124999999995,0.7437499999999999,4.4628819444444465,,10.387805555555554,39.77111111111108,,0.2875833333333334,-0.4175972222222224,0.03038194444444446,39.35298611111111,11680,0.25831914954670304,1,11680,117.0,145.0,-19.0,7257.0,6563.0,11.0,4.9,4.31,14.0,2.63,3.05,-14.0,8.4,8.5,-1.0,5.02,4.84,4.0,30199.0,1819701.0,-98.0,157.0,153.0,3.0,0.0,0.01,-100.0,907.0,826.0,10.0,3.0,2.0,50.0,23.0,52.0,-56.0,89.0,55.0,62.0,49.0,32.0,53.0,267.0,140.0,91.0,,,
2018-11-17,6.08722222222222,0.663916666666667,4.361881944444443,,10.12897916666667,39.60979166666668,,0.2804999999999999,-0.33373611111111107,0.020354166666666673,39.27562499999996,11680,0.2515649445544259,3,11680,173.0,132.33333333333334,30.666666666666668,25670.0,19429.0,32.0,4.466666666666667,4.34,3.0,2.966666666666667,3.11,-4.333333333333333,8.5,8.566666666666666,-0.6666666666666666,4.873333333333334,4.81,1.3333333333333333,1201672.0,394435.0,1330.3333333333333,165.0,150.33333333333334,9.666666666666666,0.0,0.01,-100.0,1064.3333333333333,835.3333333333334,27.333333333333332,3.3333333333333335,2.6666666666666665,41.666666666666664,62.666666666666664,33.333333333333336,85.66666666666667,38.333333333333336,73.0,-46.333333333333336,25.666666666666668,41.666666666666664,-39.333333333333336,123.0,202.66666666666666,-40.333333333333336,,,
2018-11-18,2.5337291666666686,0.21447916666666672,4.108423611111112,,9.570034722222228,39.54034722222236,,0.016,-0.11660416666666662,0.09009027777777782,39.42347222222221,11680,0.23078558281873882,2,11680,144.0,136.5,5.0,17042.0,13482.0,26.5,4.785,4.395,9.0,2.8150000000000004,2.995,-6.5,8.35,8.5,-2.0,5.04,4.845000000000001,4.0,274168.5,558404.5,-29.0,167.0,153.5,9.0,0.0,0.005,-100.0,1061.5,836.5,27.0,3.5,2.5,50.0,38.5,42.5,-3.5,43.5,71.5,-35.0,31.0,36.0,-13.5,148.5,166.5,-10.0,,,
2018-11-19,0.5899305555555554,0.028722222222222236,3.951458333333335,,9.353326388888894,39.472222222222236,,0.015041666666666667,-0.1480069444444445,0.028006944444444442,39.32402777777779,11680,0.24653492197753274,3,11680,120.66666666666667,139.0,-13.0,28059.0,21164.0,32.333333333333336,4.58,4.4366666666666665,3.3333333333333335,3.046666666666667,3.026666666666666,0.6666666666666666,8.5,8.533333333333333,-0.3333333333333333,4.863333333333333,4.853333333333333,0.3333333333333333,483744.6666666667,448770.3333333333,86.66666666666667,178.66666666666666,154.66666666666666,15.666666666666666,0.0,0.0,,1176.5,893.0,28.5,3.0,3.3333333333333335,-11.0,28.333333333333332,37.0,-13.0,74.66666666666667,68.0,13.333333333333334,42.333333333333336,38.666666666666664,12.666666666666666,202.0,186.33333333333334,14.333333333333334,,,
2018-11-20,2.1311875,0.13355555555555554,4.240701388888889,,9.617624999999993,39.45909722222226,,0.037125,-0.07405555555555549,0.05865972222222223,39.38493055555553,11680,0.250353586394659,3,11680,138.0,138.33333333333334,0.3333333333333333,27322.0,22379.0,22.0,4.5633333333333335,4.516666666666667,1.0,2.6966666666666668,2.97,-9.0,8.466666666666667,8.466666666666667,0.0,4.993333333333333,4.906666666666667,1.6666666666666667,1850121.0,441916.0,1735.3333333333333,162.0,160.0,1.3333333333333333,0.0,0.0,,1128.3333333333333,948.6666666666666,19.0,4.0,3.3333333333333335,22.333333333333332,37.0,36.0,1.3333333333333333,44.0,67.66666666666667,-33.666666666666664,36.333333333333336,39.0,-8.0,177.33333333333334,187.66666666666666,-7.0,,,
2018-11-21,10.03409027777778,1.3576736111111112,4.376895833333333,,10.244506944444444,39.46236111111113,,0.008583333333333333,-0.04044444444444446,0.08577083333333334,39.421944444444414,11680,0.2234950533010466,3,11680,171.66666666666666,138.66666666666666,24.0,26754.0,23765.0,12.333333333333334,4.363333333333333,4.546666666666667,-4.0,2.9,2.99,-2.6666666666666665,8.4,8.466666666666667,-0.6666666666666666,4.963333333333334,4.896666666666666,1.3333333333333333,447270.6666666667,183393.33333333334,820.6666666666666,179.33333333333334,165.66666666666666,8.0,0.0033333333333333335,0.0,,1122.3333333333333,980.6666666666666,14.333333333333334,4.333333333333333,3.3333333333333335,33.333333333333336,74.66666666666667,34.666666666666664,100.0,25.333333333333332,65.33333333333333,-60.333333333333336,26.333333333333332,39.0,-34.666666666666664,110.33333333333333,189.33333333333334,-43.0,,,
2018-11-22,2.3827361111111105,0.15886111111111118,4.359916666666667,,10.229347222222223,39.510416666666785,,0.0,-0.0945694444444444,0.07843055555555559,39.41604166666664,11680,0.22775038093049543,3,11680,152.66666666666666,143.0,7.333333333333333,28877.0,24796.0,16.666666666666668,4.553333333333334,4.583333333333333,-0.6666666666666666,2.9633333333333334,2.92,1.3333333333333333,8.466666666666667,8.4,0.6666666666666666,5.033333333333333,4.93,2.0,406782.6666666667,187316.0,713.3333333333334,188.66666666666666,165.33333333333334,14.0,0.0,0.0,,1203.6666666666667,1025.6666666666667,17.666666666666668,2.6666666666666665,3.3333333333333335,-16.666666666666668,27.666666666666668,40.666666666666664,-33.0,93.0,60.666666666666664,52.333333333333336,49.0,37.0,30.333333333333332,237.33333333333334,177.0,32.333333333333336,,,
2018-11-23,6.889375000000001,0.7176458333333339,4.498284722222222,,10.588000000000001,39.499166666666675,,0.06945833333333333,-0.2524444444444447,0.0,39.24659722222222,11680,0.21321109141580355,3,11680,156.0,147.33333333333334,5.666666666666667,29863.0,25572.0,16.333333333333332,4.316666666666666,4.5633333333333335,-5.333333333333333,2.8499999999999996,2.9,-1.6666666666666667,8.266666666666667,8.4,-1.3333333333333333,4.97,4.933333333333334,0.6666666666666666,683649.3333333334,196677.0,2075.0,195.33333333333334,167.66666666666666,16.666666666666668,0.0,0.0,,1245.6666666666667,1058.6666666666667,17.666666666666668,2.6666666666666665,3.0,-11.0,30.666666666666668,41.333333333333336,-25.333333333333332,86.66666666666667,59.666666666666664,43.333333333333336,42.333333333333336,36.666666666666664,14.666666666666666,221.0,178.0,23.0,,,
2018-11-24,3.1099444444444453,0.38765972222222245,4.3762986111111095,,10.034826388888888,39.475555555555545,,0.184125,-0.22980555555555549,0.013104166666666662,39.24555555555555,11680,0.2521731500205705,3,11680,146.33333333333334,147.33333333333334,-1.3333333333333333,31979.0,26586.0,20.333333333333332,4.273333333333333,4.57,-6.666666666666667,2.94,2.893333333333333,1.6666666666666667,8.233333333333333,8.466666666666667,-2.6666666666666665,4.923333333333334,4.956666666666667,-0.6666666666666666,420992.6666666667,287075.3333333333,49.333333333333336,215.33333333333334,172.0,25.0,0.0,0.0,,1336.6666666666667,1102.6666666666667,21.333333333333332,3.0,3.3333333333333335,-8.333333333333334,42.666666666666664,37.333333333333336,18.0,54.666666666666664,61.0,-9.333333333333334,34.0,37.333333333333336,-8.666666666666666,164.33333333333334,180.66666666666666,-9.333333333333334,,,
2018-11-25,4.3084791666666655,0.47710416666666716,4.322895833333333,,10.333874999999999,39.46277777777777,,0.16704166666666667,-0.1915972222222222,0.03134027777777777,39.27090277777778,11680,0.24909321757362304,3,11680,145.33333333333334,149.0,-2.0,31299.0,27572.0,13.666666666666666,4.003333333333333,4.503333333333333,-11.0,3.0100000000000002,2.9033333333333338,3.6666666666666665,8.4,8.433333333333332,-0.3333333333333333,4.9433333333333325,4.96,-0.3333333333333333,1314610.0,382900.3333333333,211.66666666666666,222.33333333333334,177.0,25.666666666666668,0.0,0.0,,1305.3333333333333,1145.0,14.333333333333334,3.0,3.3333333333333335,-8.333333333333334,33.333333333333336,37.333333333333336,-12.666666666666666,61.333333333333336,56.666666666666664,7.666666666666667,40.666666666666664,37.0,9.0,184.33333333333334,178.66666666666666,3.0,,,
