Date,act_heat_index,act_heat_index_smart,animal_activity,heat_index,low_pass_over_activity,percentile60_of_5day_temp,stomach_temp,temp_dec_index,temp_height_index,temp_inc_index,temp_without_drink_cycles,CowID,temp_without_drink_cycles_std,Session,AnimalId,Activity(steps/hr),ActivityAverage(steps/hr),ActivityDeviation(%),Yield(gr),YieldAverage(gr),YieldDeviation(%),Fat(%),FatAverage(%),FatDeviation(%),Protein(%),ProteinAverage(%),ProteinDeviation(%),Conductivity,ConductivityAverage,ConductivityDeviation(%),Lactose(%),LactoseAverage(%),LactoseDeviation(%),SCC (*1000/ml),SCCAverage (*1000/ml),SCCDeviation(%),AMT(seconds),AMTAverage(seconds),AMTDeviation(%),Blood(%),BloodAverage(%),BloodDeviation(%),ProductionRate(gr/hr),ProductionRateAverage(gr/hr),ProductionRateDeviation(%),RestBout(#),RestBoutAverage(#),RestBoutDeviation(%),Restlessness,RestlessnessAverage,RestlessnessDeviation(%),RestPerBout(min),RestPerBoutAverage(min),RestPerBoutDeviation(%),RestRatio(%),RestRatioAverage(%),RestRatioDeviation(%),RestTime(min),RestTimeAverage(min),RestTimeDeviation(%),Weight(gr),WeightAverage(gr),WeightDeviation(%)
2018-12-24,5.157750000000002,0.6157083333333331,3.577097222222222,,8.497256944444443,40.0,,0.0,0.5515763888888892,0.27320138888888884,40.55215277777777,11923,0.2658149185078247,2,11923,141.0,140.5,0.5,15909.0,9832.0,61.5,4.13,4.494999999999999,-8.0,2.825,3.08,-8.5,8.65,8.95,-3.5,4.85,4.744999999999999,2.5,77259.0,70652.5,-13.0,170.0,159.5,6.5,0.0,0.0,,976.0,647.5,51.0,3.5,2.5,50.0,23.0,26.0,-12.5,76.0,86.5,-10.0,50.0,46.5,6.5,264.5,220.5,19.5,,,
2018-12-25,0.13279166666666667,0.0144375,3.393472222222224,,7.668618055555559,40.0,,0.0,0.5672569444444446,0.20889583333333334,40.56770833333336,11923,0.272711632710057,3,11923,142.0,148.0,-3.3333333333333335,25545.0,16533.0,54.333333333333336,4.07,4.666666666666667,-12.666666666666666,2.5866666666666664,2.9966666666666666,-13.666666666666666,8.6,8.966666666666667,-3.6666666666666665,4.876666666666667,4.88,0.0,2193540.6666666665,551509.3333333334,794.0,188.0,167.0,13.666666666666666,0.0,0.0,,1069.3333333333333,711.3333333333334,50.333333333333336,2.3333333333333335,2.6666666666666665,-16.666666666666668,56.666666666666664,28.666666666666668,78.0,76.0,83.0,-11.0,35.0,45.0,-25.0,177.0,216.66666666666666,-21.0,,,
2018-12-26,0.22558333333333336,0.01424305555555556,3.1840277777777772,,7.329388888888884,40.0,,0.0,0.7277847222222218,0.148625,40.72826388888891,11923,0.27024549797615677,3,11923,138.0,147.0,-5.666666666666667,26877.0,17872.0,50.666666666666664,3.85,4.603333333333334,-16.333333333333332,2.6366666666666667,2.9433333333333334,-10.333333333333334,9.033333333333333,8.933333333333332,1.0,4.8566666666666665,4.92,-1.6666666666666667,707972.0,172729.0,131.0,201.66666666666666,166.66666666666666,21.666666666666668,0.0,0.0,,1122.6666666666667,764.6666666666666,46.666666666666664,2.3333333333333335,2.6666666666666665,-5.666666666666667,33.0,30.0,9.666666666666666,92.66666666666667,82.0,16.333333333333332,37.333333333333336,43.333333333333336,-14.333333333333334,182.33333333333334,209.66666666666666,-13.333333333333334,,,
2018-12-27,1.3143263888888888,0.08987499999999998,3.286604166666666,,7.4740763888888875,40.0,,0.0,0.7131805555555552,0.0904652777777778,40.713611111111064,11923,0.31891996740553036,3,11923,145.0,144.66666666666666,0.3333333333333333,29194.0,19770.0,48.0,4.196666666666666,4.446666666666666,-5.666666666666667,2.6533333333333333,2.8433333333333333,-6.666666666666667,9.133333333333333,8.9,2.6666666666666665,4.8133333333333335,4.866666666666667,-1.3333333333333333,15610.666666666666,582348.6666666666,-98.66666666666667,205.33333333333334,173.0,18.333333333333332,0.0,0.0,,1208.0,824.3333333333334,46.666666666666664,1.3333333333333333,2.6666666666666665,-44.666666666666664,42.666666666666664,30.666666666666668,45.666666666666664,119.33333333333333,83.33333333333333,42.0,30.666666666666668,42.333333333333336,-26.333333333333332,141.33333333333334,206.33333333333334,-29.666666666666668,,,
2018-12-28,0.34690972222222227,0.017527777777777774,3.134756944444445,,7.113055555555554,40.0,,0.09508333333333334,0.36364583333333367,0.016888888888888894,40.36402777777775,11923,0.38309618183648203,2,11923,140.0,147.0,-5.0,20894.0,14092.0,47.5,3.995,4.295,-7.0,2.705,2.7800000000000002,-2.5,9.25,8.9,4.0,4.824999999999999,4.9350000000000005,-2.0,4425838.5,243087.0,4330.0,218.5,176.5,24.0,0.0,0.0,,1198.0,874.0,36.5,2.5,2.5,8.5,33.0,36.0,-4.0,75.0,80.5,-5.0,36.5,37.5,-0.5,189.0,183.5,7.0,,,
2018-12-29,1.0893541666666664,0.08661805555555552,3.0574305555555554,,6.9587361111111115,40.0,,0.51,-0.007437500000000134,0.0,39.992569444444456,11923,0.4067468526451626,2,11923,167.5,142.0,18.0,15666.0,16264.0,-4.0,3.585,4.34,-17.0,2.7350000000000003,2.73,0.0,9.25,8.95,3.0,4.865,4.86,0.0,183754.5,80247.5,3194.0,199.5,182.5,9.5,0.0,0.0,,951.5,1015.5,-5.5,3.0,2.5,25.0,33.0,27.5,23.5,63.5,94.5,-32.5,39.5,44.0,-9.0,190.5,212.5,-10.0,,,
2018-12-30,3.031388888888889,0.26802777777777775,3.237604166666669,,7.262777777777777,40.0,,0.9125000000000001,-0.26654861111111117,0.0,39.7332638888889,11923,0.2702390287743125,3,11923,149.33333333333334,143.0,4.333333333333333,33260.0,25459.0,32.0,3.9599999999999995,4.186666666666667,-5.333333333333333,2.74,2.69,2.0,9.2,8.9,3.3333333333333335,4.803333333333334,4.853333333333333,-1.3333333333333333,2196795.6666666665,1080835.0,3521.3333333333335,222.33333333333334,185.66666666666666,20.333333333333332,0.0,0.0,,1394.0,1058.0,32.666666666666664,2.0,2.3333333333333335,-11.0,33.333333333333336,32.333333333333336,13.666666666666666,96.66666666666667,85.66666666666667,16.0,40.333333333333336,40.0,4.333333333333333,193.33333333333334,195.0,2.0,,,
2018-12-31,4.971006944444447,0.524222222222222,3.2870694444444446,,7.568430555555555,40.0,,0.762375,-0.3509444444444447,0.0,39.64868055555557,11923,0.2624128134337859,3,11923,151.0,142.66666666666666,5.666666666666667,30563.0,26096.0,17.666666666666668,3.856666666666667,4.0633333333333335,-5.0,2.723333333333333,2.6733333333333333,2.0,8.966666666666667,8.933333333333332,0.3333333333333333,4.819999999999999,4.8566666666666665,-0.6666666666666666,9735371.666666666,770725.3333333334,5332.666666666667,216.33333333333334,191.0,13.666666666666666,0.0,0.0,,1272.3333333333333,1084.0,17.333333333333332,2.6666666666666665,2.0,33.333333333333336,34.333333333333336,33.0,10.0,67.66666666666667,87.66666666666667,-21.333333333333332,39.0,39.333333333333336,2.0,179.33333333333334,191.0,-2.3333333333333335,,,
2019-01-01,8.207722222222223,0.971368055555555,3.3140694444444434,,7.834680555555555,40.0,,0.27849999999999997,-0.2838194444444446,0.06767361111111117,39.715902777777735,11923,0.29362792971908186,3,11923,140.0,143.0,-2.3333333333333335,31669.0,27616.0,15.0,3.6966666666666668,4.0,-7.666666666666667,2.6933333333333334,2.6833333333333336,0.6666666666666666,8.799999999999999,9.0,-2.0,4.7700000000000005,4.83,-1.3333333333333333,47428888.0,895683.0,26378.333333333332,227.33333333333334,199.0,14.333333333333334,0.0,0.0,,1322.6666666666667,1148.0,15.333333333333334,3.0,2.3333333333333335,33.333333333333336,25.666666666666668,33.666666666666664,-24.333333333333332,75.33333333333333,82.66666666666667,-8.0,45.333333333333336,38.666666666666664,16.666666666666668,226.33333333333334,186.66666666666666,21.333333333333332,,,
2019-01-02,4.501708333333332,0.3682499999999999,3.4389444444444437,,7.85101388888889,39.9740972222222,,0.20304166666666665,-0.4927222222222221,0.0019375000000000002,39.48104166666664,11923,0.350645197023717,3,11923,148.0,144.33333333333334,2.3333333333333335,33064.0,28536.0,16.0,3.6133333333333333,3.9633333333333334,-9.0,2.6999999999999997,2.6933333333333334,0.0,8.733333333333334,9.0,-3.0,4.776666666666666,4.826666666666667,-1.0,7079949.666666667,828997.3333333334,693.6666666666666,231.33333333333334,206.0,12.333333333333334,0.0,0.0,,1388.0,1188.0,16.666666666666668,2.0,2.0,0.0,43.333333333333336,33.333333333333336,32.666666666666664,78.66666666666667,83.0,-5.0,30.333333333333332,38.666666666666664,-21.333333333333332,133.0,188.66666666666666,-28.666666666666668,,,
